0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,1,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,2,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,3,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,4,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,5,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,6,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,7,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,8,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,9,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,10,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,11,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,12,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,13,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,14,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,15,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,16,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,17,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,18,74,65,42,3
0,0,0,0,0,0,0,0,-6,0,0,0,8,0,0,0,-2,0,0,0,3,0,0,5,2,8,-5,0,0,0,0,6,0,0,8,8,0,0,0,19,74,65,42,3
